,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.30555,0.02112,0.64877,1.25696,0.62131
1966-01-01,1.5649,0.03277,0.88167,1.46028,0.80983
1971-01-01,1.39968,0.02487,0.7266,1.26125,0.61304
1976-01-01,1.56064,0.02174,0.70701,1.42681,0.59491
1981-01-01,1.63468,0.02497,0.87589,1.63319,0.89938
1986-01-01,1.42657,0.02416,0.94157,1.46366,1.00282
1991-01-01,1.39769,0.02482,0.68692,1.53109,0.84513
1996-01-01,1.55645,0.02717,0.65127,1.75511,0.87711
2001-01-01,1.49068,0.02522,0.56167,1.67945,0.77566
2006-01-01,1.53515,0.02445,0.27589,1.79659,0.56177
2011-01-01,1.41035,0.02193,0.45064,1.52291,0.58512
2016-01-01,1.62599,0.02239,0.43653,1.77041,0.60335
2021-01-01,1.08486,0.02048,0.50799,1.49463,0.93824
