,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.28733,0.05651,0.21052,1.06911,0.04881
1966-01-01,2.88027,0.07581,1.02252,1.04499,-0.73695
1971-01-01,3.37159,0.06257,0.57353,1.11321,-1.62228
1976-01-01,3.45938,0.04658,1.43372,1.18153,-0.79755
1981-01-01,3.22671,0.05017,2.19967,0.98617,0.0093
1986-01-01,3.83413,0.05063,2.79649,0.87599,-0.11102
1991-01-01,4.13342,0.04828,2.17052,0.98065,-0.93396
1996-01-01,4.7687,0.04559,3.31932,1.15102,-0.25277
2001-01-01,3.90128,0.04163,3.27411,1.28442,0.69889
2006-01-01,5.11422,0.03805,2.99046,1.64776,-0.43795
2011-01-01,5.61659,0.03684,3.40184,1.26803,-0.90988
2016-01-01,6.9279,0.03951,5.45743,1.15071,-0.28025
2021-01-01,4.66304,0.04085,6.0612,1.32722,2.76624
