,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00671,0.0,0.00469,0.00872,0.0067
1966-01-01,0.00608,0.0,0.00699,0.00682,0.00773
1971-01-01,0.00368,0.0,0.00543,0.00449,0.00625
1976-01-01,0.00392,0.0,0.00422,0.00473,0.00503
1981-01-01,0.0035,0.0,0.00326,0.00365,0.00341
1986-01-01,0.00367,0.0,0.00363,0.00371,0.00368
1991-01-01,0.00288,0.0,0.00339,0.00377,0.00428
1996-01-01,0.00421,0.0,0.00379,0.00202,0.0016
2001-01-01,0.0029,0.0,0.00409,0.00388,0.00507
2006-01-01,0.0036,0.0,0.00458,0.00383,0.00481
2011-01-01,0.00335,0.0,0.00402,0.00307,0.00374
2016-01-01,0.00228,0.0,0.00828,0.00226,0.00827
2021-01-01,0.00871,0.0,0.03333,0.01179,0.03641
