,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00407,0.00093,0.00113,0.00318,0.00116
1966-01-01,0.00601,0.00166,0.00262,0.00441,0.00268
1971-01-01,0.00513,0.00317,0.00236,0.00298,0.00338
1976-01-01,0.00687,0.00283,0.00261,0.00414,0.00271
1981-01-01,0.00864,0.0034,0.00401,0.00525,0.00401
1986-01-01,0.00754,0.00326,0.00528,0.00438,0.00539
1991-01-01,0.00933,0.00325,0.00387,0.00592,0.00371
1996-01-01,0.01063,0.00335,0.00382,0.00677,0.00331
2001-01-01,0.01013,0.00308,0.00353,0.00765,0.00413
2006-01-01,0.01073,0.00278,0.00148,0.0083,0.00182
2011-01-01,0.01037,0.00244,0.00249,0.00651,0.00106
2016-01-01,0.01044,0.00236,0.00198,0.00657,0.00047
2021-01-01,0.01518,0.0027,0.0045,0.01219,0.0042
