,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.66353,0.46524,3.0352,5.38973,4.22665
1966-01-01,4.63698,0.62066,5.15892,4.91787,6.06046
1971-01-01,4.52489,0.53521,6.6471,4.78821,7.44563
1976-01-01,4.74745,0.41723,7.65159,4.26787,7.58923
1981-01-01,5.10206,0.43656,7.11429,3.84332,6.29211
1986-01-01,4.32196,0.395,4.84418,3.31712,4.23434
1991-01-01,4.11125,0.40354,3.5793,3.55806,3.42964
1996-01-01,3.76399,0.40383,2.27863,3.35449,2.27295
2001-01-01,3.43142,0.37285,2.60627,3.20242,2.75013
2006-01-01,4.07096,0.35898,1.90689,3.19149,1.38641
2011-01-01,3.93311,0.32856,3.26781,2.40078,2.06404
2016-01-01,3.87467,0.33264,3.99526,2.74768,3.2009
2021-01-01,4.11178,0.27595,4.0886,2.93768,3.19044
