,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.18193,0.08293,4.14632,9.26324,5.31056
1966-01-01,8.4348,0.1185,6.29898,10.07724,8.05992
1971-01-01,8.78752,0.11316,7.22378,9.7136,8.26301
1976-01-01,8.69195,0.09596,8.93052,10.26897,10.60351
1981-01-01,9.48646,0.10313,10.31274,11.02075,11.95016
1986-01-01,9.0552,0.1162,9.34414,10.35854,10.76368
1991-01-01,9.12526,0.12325,7.23267,10.75325,8.9839
1996-01-01,8.945,0.12441,4.79206,11.15116,7.12264
2001-01-01,8.21325,0.11927,5.41752,12.22055,9.54409
2006-01-01,11.64924,0.1229,4.38512,13.74695,6.60573
2011-01-01,12.31402,0.11115,8.40983,14.86455,11.0715
2016-01-01,12.14579,0.11886,10.39979,15.58947,13.96232
2021-01-01,14.38831,0.10656,11.92723,17.32204,14.96752
