,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.91389,0.05715,2.80453,4.99832,2.94611
1966-01-01,5.05495,0.0735,4.29658,4.82539,4.14051
1971-01-01,5.18863,0.06582,5.10288,4.6724,4.65246
1976-01-01,5.49488,0.05317,6.15234,4.51966,5.23029
1981-01-01,5.40607,0.05569,6.22624,4.58621,5.46206
1986-01-01,5.01843,0.05639,5.37381,4.17098,4.58274
1991-01-01,4.57412,0.06026,3.87406,4.17632,3.53651
1996-01-01,4.24422,0.05906,2.49982,4.36852,2.68319
2001-01-01,3.97763,0.05606,2.84696,4.32586,3.25126
2006-01-01,4.64007,0.05468,2.13211,4.48895,2.03567
2011-01-01,4.18214,0.04974,3.53162,3.57838,2.9776
2016-01-01,4.43608,0.05042,4.61583,4.18986,4.42003
2021-01-01,4.40059,0.06393,4.41472,3.67389,3.75195
