,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.90745,0.45389,1.853,3.14606,2.5455
1966-01-01,2.90582,0.64345,2.95614,2.89765,3.59142
1971-01-01,3.02108,0.58243,3.74858,2.85101,4.16094
1976-01-01,3.13395,0.46897,4.42024,2.57142,4.32667
1981-01-01,3.33325,0.50457,4.04996,2.43968,3.66096
1986-01-01,3.02416,0.54075,3.38367,2.14497,3.04523
1991-01-01,2.88427,0.57808,2.50978,2.23868,2.44227
1996-01-01,2.63244,0.57936,1.56145,2.09323,1.60161
2001-01-01,2.38076,0.5712,1.76663,1.89906,1.85613
2006-01-01,2.86173,0.55627,1.29043,1.77617,0.76114
2011-01-01,2.88179,0.54991,2.27578,1.42773,1.37162
2016-01-01,2.85273,0.57791,2.809,1.40315,1.93733
2021-01-01,2.98521,0.61088,2.82262,1.44847,1.89677
