,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.04808,0.0,0.0,0.04808
1966-01-01,0.0,0.07026,0.0,0.0,0.07026
1971-01-01,0.0,0.03342,0.0,0.0,0.03342
1976-01-01,0.0,0.02988,0.0,0.0,0.02988
1981-01-01,0.0,0.03421,0.0,0.0,0.03421
1986-01-01,0.0,0.03559,0.0,0.0,0.03559
1991-01-01,0.0,0.03942,0.0,0.0,0.03942
1996-01-01,0.0,0.04348,0.0,0.0,0.04348
2001-01-01,0.0,0.03917,0.0,0.0,0.03917
2006-01-01,0.0,0.04056,0.0,0.0,0.04056
2011-01-01,0.0,0.03529,0.0,0.0,0.03529
2016-01-01,0.0,0.03678,0.0,0.0,0.03678
2021-01-01,0.0,0.06258,0.0,0.0,0.06258
