,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.9468,0.74625,1.47122,3.78178,3.05244
1966-01-01,3.15863,1.03098,2.33106,4.20613,4.40955
1971-01-01,2.86483,1.0103,2.36531,4.28839,4.79916
1976-01-01,2.85328,0.78907,2.89913,4.41845,5.25337
1981-01-01,3.40059,0.81374,3.51007,5.11347,6.03669
1986-01-01,3.27414,0.80146,3.14261,4.70406,5.37398
1991-01-01,3.00974,0.80895,2.21718,4.7415,4.75789
1996-01-01,2.96498,0.7781,1.53018,4.41724,3.76053
2001-01-01,2.82765,0.75956,1.97762,4.00167,3.9112
2006-01-01,4.05158,0.73349,1.5153,3.94926,2.14647
2011-01-01,4.31449,0.68855,2.86164,3.94477,3.18047
2016-01-01,4.3134,0.71473,3.80432,3.93282,4.13848
2021-01-01,4.68496,0.9316,4.01094,4.31212,4.56969
