,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.63899,0.19447,2.93244,6.24847,3.73639
1966-01-01,5.85416,0.38068,4.41226,5.6443,4.58308
1971-01-01,5.36115,0.53272,4.63024,4.66986,4.47166
1976-01-01,5.06827,0.55569,5.17587,3.83082,4.49411
1981-01-01,4.98925,0.72958,5.42794,3.35574,4.524
1986-01-01,4.82739,0.84446,4.95454,3.16754,4.13915
1991-01-01,4.37769,0.99418,3.43256,3.30253,3.35158
1996-01-01,4.22581,1.08105,2.28809,3.02585,2.16919
2001-01-01,3.37821,1.17363,2.31709,3.27287,3.38538
2006-01-01,4.24354,1.27456,1.63633,2.16055,0.8279
2011-01-01,4.37092,1.31982,3.05287,1.78896,1.79073
2016-01-01,4.07342,1.40622,3.59867,1.45377,2.38523
2021-01-01,5.28751,1.62934,4.32044,1.70956,2.37183
