,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.10127,0.03736,3.37628,6.45863,3.771
1966-01-01,6.57919,0.04763,5.14434,6.71292,5.3257
1971-01-01,7.44982,0.04396,6.2518,7.10921,5.95515
1976-01-01,7.91055,0.03933,8.0308,7.61083,7.77041
1981-01-01,7.92489,0.04196,8.59594,7.82844,8.54146
1986-01-01,7.33911,0.03992,7.70227,6.53822,6.9413
1991-01-01,7.44521,0.04185,6.04712,6.6292,5.27296
1996-01-01,7.25437,0.03958,3.98659,7.07752,3.84933
2001-01-01,6.60761,0.03658,4.55384,7.48681,5.46961
2006-01-01,8.56452,0.03515,3.53731,7.72182,2.72976
2011-01-01,8.79514,0.03282,6.57772,7.1771,4.99251
2016-01-01,8.90294,0.03381,8.22512,7.0405,6.39648
2021-01-01,8.76913,0.03213,7.7655,7.27124,6.29973
