,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.03043,0.02635,0.01849,0.02723,0.04164
1966-01-01,0.03197,0.03465,0.03398,0.02633,0.06299
1971-01-01,0.02773,0.03005,0.03438,0.02474,0.06145
1976-01-01,0.03049,0.02297,0.05488,0.02584,0.0732
1981-01-01,0.03139,0.02438,0.04028,0.02289,0.05616
1986-01-01,0.031,0.02397,0.03267,0.02257,0.0482
1991-01-01,0.02478,0.02293,0.02153,0.02157,0.04126
1996-01-01,0.02172,0.02134,0.01325,0.01972,0.0326
2001-01-01,0.01941,0.01913,0.01509,0.0171,0.0319
2006-01-01,0.02298,0.01759,0.01187,0.0169,0.02338
2011-01-01,0.02268,0.016,0.02148,0.01439,0.02918
2016-01-01,0.02018,0.01594,0.02455,0.0153,0.03562
2021-01-01,0.01585,0.01588,0.01999,0.01453,0.03455
