,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.39199,1.1625,0.20213,0.47292,1.44555
1966-01-01,0.39044,1.77099,0.2978,0.43948,2.11782
1971-01-01,0.38382,25.24338,0.33809,0.35158,25.54922
1976-01-01,0.40173,19.34981,0.41783,0.30567,19.67158
1981-01-01,0.43687,20.28725,0.46777,0.3023,20.62044
1986-01-01,0.37249,20.98266,0.37333,0.22583,21.20933
1991-01-01,0.3395,21.55393,0.26001,0.19956,21.674
1996-01-01,0.32623,21.63591,0.16668,0.18981,21.66618
2001-01-01,0.26739,22.3931,0.17872,0.17928,22.48371
2006-01-01,0.33355,21.31278,0.12419,0.15354,21.25696
2011-01-01,0.31612,21.88038,0.21563,0.13753,21.91742
2016-01-01,0.30593,23.02446,0.26557,0.10883,23.09292
2021-01-01,0.46124,24.03532,0.38333,0.12893,24.08634
