,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.61763,0.06384,0.38635,0.52886,0.36142
1966-01-01,0.61054,0.08458,0.74826,0.45362,0.67591
1971-01-01,0.51384,0.07656,0.68756,0.41168,0.66196
1976-01-01,0.61887,0.05889,1.10853,0.41648,0.96502
1981-01-01,0.62464,0.05919,0.86861,0.3821,0.68526
1986-01-01,0.61836,0.05733,0.64576,0.35235,0.43709
1991-01-01,0.45504,0.05815,0.39044,0.26921,0.26276
1996-01-01,0.45214,0.05476,0.27885,0.29077,0.17225
2001-01-01,0.36831,0.04993,0.28776,0.24475,0.21413
2006-01-01,0.45792,0.04761,0.22783,0.21758,0.0351
2011-01-01,0.41179,0.04387,0.4166,0.16036,0.20905
2016-01-01,0.38082,0.04305,0.50501,0.15677,0.32402
2021-01-01,0.58377,0.11869,0.76912,0.18883,0.49287
