,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.21455,0.00658,0.0607,0.21004,0.06277
1966-01-01,0.27298,0.00936,0.09113,0.23898,0.06649
1971-01-01,0.25407,0.01014,0.06018,0.19813,0.01438
1976-01-01,0.26076,0.01036,0.05927,0.20605,0.01492
1981-01-01,0.26022,0.0123,0.08362,0.30296,0.13866
1986-01-01,0.23001,0.01225,0.11118,0.27711,0.17053
1991-01-01,0.23773,0.01351,0.08062,0.32789,0.18429
1996-01-01,0.23155,0.0149,0.0641,0.31232,0.15976
2001-01-01,0.25329,0.01413,0.06854,0.37344,0.20283
2006-01-01,0.24691,0.01417,0.02908,0.40656,0.2029
2011-01-01,0.27632,0.0129,0.05403,0.3754,0.166
2016-01-01,0.3088,0.01339,0.04784,0.3983,0.15074
2021-01-01,0.25551,0.01373,0.05812,0.48285,0.29919
