,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.53091,0.0,0.0,0.53091
1966-01-01,0.0,0.64684,0.0,0.0,0.64684
1971-01-01,0.0,0.62306,0.0,0.0,0.62306
1976-01-01,0.0,0.31576,0.0,0.0,0.31576
1981-01-01,0.0,2.12793,0.0,0.0,2.12793
1986-01-01,0.0,1.9235,0.0,0.0,1.9235
1991-01-01,0.0,1.94385,0.0,0.0,1.94385
1996-01-01,0.0,1.85734,0.0,0.0,1.85734
2001-01-01,0.0,1.71823,0.0,0.0,1.71823
2006-01-01,0.0,1.59765,0.0,0.0,1.59765
2011-01-01,0.0,1.53764,0.0,0.0,1.53764
2016-01-01,0.0,1.55006,0.0,0.0,1.55006
2021-01-01,0.0,1.16883,0.0,0.0,1.16883
