,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.11531,0.0,0.08739,0.13609,0.10816
1966-01-01,0.10338,0.0,0.10206,0.10345,0.10213
1971-01-01,0.0746,0.0,0.09101,0.08147,0.09787
1976-01-01,0.07881,0.0,0.09565,0.07628,0.09311
1981-01-01,0.07985,0.0,0.07896,0.07519,0.0743
1986-01-01,0.07509,0.0,0.0754,0.07608,0.07639
1991-01-01,0.06069,0.0,0.06264,0.07284,0.07479
1996-01-01,0.0821,0.0,0.06611,0.07258,0.05659
2001-01-01,0.05116,0.0,0.06423,0.0629,0.07597
2006-01-01,0.05767,0.0,0.0633,0.06828,0.0739
2011-01-01,0.03796,0.0,0.04853,0.03579,0.04636
2016-01-01,0.03848,0.0,0.12841,0.03395,0.12389
2021-01-01,0.05125,0.0,0.18562,0.06874,0.2031
