,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.3737,0.50007,4.21314,11.57397,7.91349
1966-01-01,8.71139,0.77737,6.39694,12.33182,10.79474
1971-01-01,9.24636,0.77178,7.33432,11.8443,10.70405
1976-01-01,9.37671,0.65154,9.25553,12.58353,13.1139
1981-01-01,10.08758,0.70407,10.59852,13.55154,14.76655
1986-01-01,9.98183,0.72542,9.93508,13.24716,13.92584
1991-01-01,9.69532,0.79737,7.39779,13.688,12.18784
1996-01-01,9.4786,0.80318,4.88273,13.80718,10.01449
2001-01-01,8.50704,0.83416,5.46967,15.56167,13.35847
2006-01-01,11.68075,0.82547,4.2858,16.13448,9.565
2011-01-01,12.16508,0.83351,8.16454,16.46926,13.30222
2016-01-01,12.09411,0.87959,10.26389,17.76904,16.81841
2021-01-01,13.25299,1.04451,10.90985,18.3253,17.02667
