,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.95673,0.05144,2.81643,2.33942,3.25055
1966-01-01,1.75062,0.06659,3.48496,2.13826,3.93919
1971-01-01,1.48113,0.05855,3.5261,1.78932,3.89284
1976-01-01,1.56346,0.04677,2.9728,1.74236,3.19846
1981-01-01,1.57378,0.04887,3.23425,1.73643,3.44576
1986-01-01,1.27422,0.04814,3.0265,1.68259,3.48302
1991-01-01,1.14352,0.04869,3.12891,1.89311,3.92719
1996-01-01,1.45106,0.04762,3.49757,1.8625,3.95663
2001-01-01,1.4857,0.04774,3.71856,2.20545,4.48605
2006-01-01,1.36949,0.04673,3.19062,2.0959,3.96376
2011-01-01,1.3749,0.04643,2.87556,1.746,3.29308
2016-01-01,1.25975,0.04815,7.34533,1.47861,7.61234
2021-01-01,0.98827,0.07079,6.67296,1.54868,7.30416
