,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.62672,0.16992,3.63689,6.37705,3.55714
1966-01-01,7.57257,0.24211,5.48435,6.33675,4.49064
1971-01-01,8.14055,0.23029,6.75624,6.56642,5.41241
1976-01-01,8.20161,0.18386,8.33682,6.54521,6.86428
1981-01-01,9.06366,0.1967,9.68769,6.76746,7.58819
1986-01-01,9.19654,0.19883,9.25489,5.87779,6.13497
1991-01-01,9.55144,0.21087,7.04518,5.76744,3.47204
1996-01-01,9.39498,0.20683,4.70484,5.52608,1.04277
2001-01-01,7.93708,0.20334,5.36454,6.3897,4.0205
2006-01-01,11.96308,0.19565,4.16009,7.38936,-0.21798
2011-01-01,12.72416,0.19037,7.94892,6.38384,1.79897
2016-01-01,13.3756,0.19719,10.60408,6.99802,4.42369
2021-01-01,14.51607,0.23181,10.68588,9.08488,5.48651
