,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.98783,1.04691,3.01116,8.53302,6.60326
1966-01-01,6.14517,1.48331,4.45874,11.00972,10.80661
1971-01-01,6.25376,1.26683,5.24421,8.42077,8.67805
1976-01-01,6.05434,0.96713,6.27052,8.09314,9.27645
1981-01-01,7.01777,0.99568,7.35949,9.05167,10.38907
1986-01-01,6.70909,0.97915,6.47579,8.26489,9.01074
1991-01-01,6.24929,0.99813,4.6141,8.30156,7.6645
1996-01-01,6.23819,0.96865,3.20069,8.503,6.43416
2001-01-01,5.68384,0.96293,3.90045,7.66466,6.84419
2006-01-01,8.01452,0.91738,2.96087,7.10895,2.97268
2011-01-01,8.47793,0.88188,5.56863,6.36753,4.34011
2016-01-01,8.57851,0.91182,7.42158,6.08174,5.83663
2021-01-01,8.55813,0.88521,7.1384,6.11172,5.5772
