,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.0887,0.1572,0.56858,1.588,0.22509
1966-01-01,4.13583,0.20105,2.19668,1.5297,-0.2084
1971-01-01,5.523,0.18292,2.14492,1.77776,-1.4174
1976-01-01,4.49992,0.13189,3.58801,1.01549,0.23547
1981-01-01,5.33492,0.13696,4.85882,1.07934,0.7402
1986-01-01,6.10092,0.28785,6.11268,1.38511,1.68472
1991-01-01,5.98648,0.27373,5.57637,1.48106,1.34468
1996-01-01,7.04408,0.26535,6.48829,1.7382,1.44776
2001-01-01,5.99155,0.08606,5.90213,2.49432,2.49096
2006-01-01,7.77326,0.07185,5.38656,3.30645,0.99161
2011-01-01,7.08726,0.06606,6.49705,2.25862,1.73447
2016-01-01,10.98251,0.07381,10.89569,3.39037,3.37736
2021-01-01,8.24046,0.10347,12.1602,2.9934,7.01662
