,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.05148,0.00714,0.01424,0.04017,0.01007
1966-01-01,0.07597,0.01269,0.03315,0.05573,0.0256
1971-01-01,0.06489,0.02429,0.02986,0.03772,0.02697
1976-01-01,0.08689,0.02167,0.03303,0.05241,0.02021
1981-01-01,0.10932,0.02603,0.05066,0.06637,0.03375
1986-01-01,0.09536,0.02498,0.06683,0.05543,0.05187
1991-01-01,0.11793,0.0249,0.04899,0.07482,0.03078
1996-01-01,0.13442,0.0257,0.04837,0.08557,0.02521
2001-01-01,0.12809,0.02358,0.04461,0.09676,0.03686
2006-01-01,0.13571,0.02127,0.01874,0.1049,0.0092
2011-01-01,0.1312,0.01868,0.03152,0.08227,0.00127
2016-01-01,0.13199,0.01806,0.02502,0.08306,-0.00586
2021-01-01,0.12182,0.01742,0.03609,0.09777,0.02946
