,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3.77361,0.03799,2.36406,3.95179,2.58023
1966-01-01,4.18269,0.04883,3.91858,3.76556,3.55028
1971-01-01,4.38717,0.03998,5.03347,3.48656,4.17284
1976-01-01,4.46761,0.03245,5.4709,3.273,4.30874
1981-01-01,5.01633,0.03289,5.90178,3.0744,3.99275
1986-01-01,4.60758,0.03224,4.92805,2.7057,3.0584
1991-01-01,4.16368,0.03242,3.39994,2.65127,1.91995
1996-01-01,3.89729,0.03206,2.22338,2.31028,0.66843
2001-01-01,4.00207,0.03371,2.9017,2.46939,1.40274
2006-01-01,5.71676,0.03342,2.41086,2.27534,-0.99714
2011-01-01,5.49349,0.03064,4.14296,1.88247,0.56258
2016-01-01,5.67152,0.03,5.27144,1.91764,1.54756
2021-01-01,5.74533,0.08968,5.20853,1.94732,1.5002
