,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.71315,0.06957,0.10462,0.59883,0.05986
1966-01-01,1.0996,0.10237,0.2765,0.69052,-0.03021
1971-01-01,1.12557,0.10003,0.20454,0.67449,-0.14651
1976-01-01,1.29776,0.08478,0.44093,0.76627,-0.00578
1981-01-01,1.36852,0.10503,0.65022,0.73761,0.12434
1986-01-01,1.55822,0.11006,0.67121,0.77808,0.00114
1991-01-01,1.58463,0.11554,0.6166,0.9886,0.13611
1996-01-01,1.55573,0.11269,0.71015,1.13509,0.40219
2001-01-01,1.33292,0.11464,0.66756,1.0927,0.54197
2006-01-01,1.6003,0.11649,0.65858,1.03513,0.20991
2011-01-01,1.58052,0.11822,0.77322,0.70455,0.01546
2016-01-01,1.67998,0.13358,0.94342,0.71312,0.11014
2021-01-01,1.2206,0.1553,1.04292,0.72095,0.69856
