,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.05565,0.00548,0.02774,0.05357,0.03113
1966-01-01,0.06668,0.0085,0.03768,0.06225,0.04175
1971-01-01,0.08167,0.01082,0.05477,0.07094,0.05486
1976-01-01,0.08688,0.00978,0.05032,0.07604,0.04926
1981-01-01,0.09004,0.01108,0.0597,0.08081,0.06155
1986-01-01,0.08231,0.01033,0.06447,0.0724,0.06489
1991-01-01,0.07817,0.01093,0.04661,0.07332,0.05269
1996-01-01,0.08908,0.01189,0.04484,0.0841,0.05175
2001-01-01,0.08336,0.01101,0.0362,0.0838,0.04765
2006-01-01,0.08918,0.01058,0.01889,0.09237,0.03266
2011-01-01,0.07654,0.00979,0.03107,0.07108,0.0354
2016-01-01,0.09181,0.01011,0.03032,0.09048,0.0391
2021-01-01,0.11739,0.00906,0.06657,0.11807,0.07632
