,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.79114,0.05734,3.59234,6.40056,3.25911
1966-01-01,7.0419,0.07874,5.43772,6.53935,5.01392
1971-01-01,7.10354,0.0751,6.12947,5.88306,4.9841
1976-01-01,6.63024,0.06702,7.01768,5.71851,6.17298
1981-01-01,6.60692,0.07311,7.5596,5.21143,6.23722
1986-01-01,6.25365,0.07976,6.77294,4.58725,5.1863
1991-01-01,5.63553,0.08591,4.84565,4.24588,3.54192
1996-01-01,5.48969,0.08845,3.2339,4.24257,2.07522
2001-01-01,5.21739,0.08328,3.6727,4.12897,2.66756
2006-01-01,6.55066,0.0873,2.83204,4.48163,0.85031
2011-01-01,5.92945,0.07797,4.78226,4.55596,3.48673
2016-01-01,6.05868,0.08304,5.87762,3.80912,3.71109
2021-01-01,6.46811,0.08768,6.02804,4.64473,4.29233
