,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.90163,0.67285,2.4841,5.7425,3.99782
1966-01-01,5.04304,1.19137,3.81088,5.87609,5.8353
1971-01-01,4.84272,1.25198,4.11868,5.03276,5.56071
1976-01-01,4.84942,1.11294,5.0778,4.74727,6.08859
1981-01-01,5.32206,1.26426,5.77702,4.5618,6.28102
1986-01-01,4.90824,1.32179,4.96276,4.46486,5.84118
1991-01-01,4.91926,1.46062,3.81511,4.47049,4.82697
1996-01-01,4.75544,1.49313,2.50868,3.86262,3.109
2001-01-01,4.09979,1.52202,2.73393,3.96269,4.11885
2006-01-01,5.41078,1.66902,2.00483,3.9988,2.26187
2011-01-01,5.31336,1.74928,3.63595,3.59265,3.66452
2016-01-01,4.92963,1.9114,4.27208,3.56483,4.81867
2021-01-01,6.01585,2.12123,5.06752,4.02248,5.19538
