,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.21963,0.19659,4.03877,10.23265,6.24838
1966-01-01,8.45747,0.26204,6.11858,10.8535,8.77665
1971-01-01,9.41057,0.23118,7.37747,10.75626,8.95434
1976-01-01,9.40528,0.18143,9.25559,10.59289,10.62463
1981-01-01,10.26848,0.18582,10.82098,11.06391,11.80224
1986-01-01,10.06706,0.18381,10.35334,10.40171,10.87181
1991-01-01,10.7913,0.18391,8.03721,10.98032,8.41014
1996-01-01,10.61291,0.17815,5.33921,11.5624,6.46685
2001-01-01,9.61068,0.1628,6.08747,14.5874,11.22699
2006-01-01,13.64446,0.15706,4.75937,15.91711,7.18909
2011-01-01,14.47513,0.1408,9.1406,14.0569,8.86317
2016-01-01,15.13031,0.14336,12.15528,16.51861,13.68694
2021-01-01,16.18472,0.16021,12.27032,18.57493,14.82075
