,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.17,0.15397,4.15462,9.11752,5.25611
1966-01-01,8.4279,0.22001,6.30963,9.88294,7.98468
1971-01-01,8.75399,0.21011,7.22253,9.48395,8.16261
1976-01-01,8.61828,0.17817,8.87542,9.98669,10.422
1981-01-01,9.34845,0.19149,10.19965,10.63327,11.67596
1986-01-01,8.92631,0.21574,9.23921,9.9951,10.52374
1991-01-01,8.93779,0.22884,7.11954,10.33759,8.74817
1996-01-01,8.75936,0.231,4.71934,10.70568,6.89666
2001-01-01,8.05844,0.22144,5.33648,11.67516,9.17464
2006-01-01,11.36152,0.22818,4.30943,13.12575,6.30183
2011-01-01,11.92754,0.20637,8.2114,14.20096,10.69119
2016-01-01,11.77471,0.22069,10.14338,14.79208,13.38144
2021-01-01,13.75719,0.25515,11.46629,16.29756,14.26182
