basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
803554,275.2489678061428,0.0027629186884474033,0.0,0.0,0.0,0.04346774088073346,0.02399325128500242,0.0,0.0016871787493951006,0.0,2.942753632665873e-05,0.0,0.0,0.0,0.002802155403549615,0.8780980656299454,0.005090963784511961,0.041214899488614815,0.0008533985534731032,0.0,135.30829596412556,28.556894618834082,0.0,225.72141255605382,23.134248878923767,48.60762331838565,460.4198516313784,0.8961006238293536,17.01263791301174,0.6208493183710642
804127,49.65810285167318,0.04576016238061582,0.0,0.0,0.0,0.35315971655883577,0.3735841533916889,0.0,0.05125138186628971,0.0,0.014407655086174089,0.0,0.0,0.0,0.020116348610884575,0.09982058391779482,0.00014498269269106002,0.02305224813787854,0.01870276735714674,0.0,134.30572289156626,18.948795180722893,9.762048192771084,151.82078313253012,49.81024096385542,30.66114457831325,267.78328173374615,2.3811757344123534,55.00288110052805,2.3648564500679172
202945,40.1143286372353,0.026201852973506516,0.0,0.0,0.0,0.46423043273436976,0.14594970500482313,0.0,0.017228615653812503,0.0,0.01345985597954102,0.0,0.0,0.0,0.01079031787693205,0.00013459855979541018,0.024900733562150886,0.030531439980258878,0.26657244767480986,0.0,116.7405303030303,4.742424242424242,0.3465909090909091,763.3314393939394,82.77651515151516,12.231060606060606,203.3458383961118,1.9825150368775932,9.768629007859994,1.4133411625246624
6628,55.00448960022759,0.16989282500204533,0.0,0.0,0.0,0.19931277100548148,0.5364313180070359,0.0,0.03958111756524585,0.0,0.012599198232839729,0.0,0.0,0.0,0.028160026180152172,0.004941503722490387,0.0022253129346314327,0.004679702200769042,0.0021762251493086804,0.0,135.252688172043,16.442204301075268,9.931451612903226,567.6438172043011,55.494623655913976,27.646505376344088,63.73776824034335,0.8245248048826093,14.236721490430051,0.6697623832380876
417538,53.75386054812811,0.01580392419473649,0.0,0.0,0.0,0.2064387597937454,0.1702270139958481,0.0,0.018783901426371125,0.0,0.0002176387865800576,0.0,0.0,0.0,0.039526551931962764,0.47421817451282394,0.010262505859505793,0.05082702738900422,0.013694502109422085,0.0,127.85029069767442,16.100290697674417,0.0,474.4098837209302,46.78488372093023,38.780523255813954,287.66542664496626,1.4231510809563157,14.418235090514527,1.1259136210451792
418570,535.9358087085782,0.0004248630530356717,0.0,0.0,0.0,0.0762654369708104,0.01592480763611571,0.0,0.0017918137454113112,0.0,0.00017296796230306002,0.0,0.0,0.0,0.0006549272359047904,0.8506228525943516,0.003581948190217738,0.047561151731526856,0.0029992308803229633,0.0,137.85243055555554,31.601707175925927,0.002170138888888889,168.93142361111111,23.62572337962963,46.315104166666664,380.41095173280286,1.1292520910805712,17.027877970659006,0.8832006908881158
417960,3029.131676793148,0.374354630394149,0.0,0.0,0.0,0.1597090893532919,0.12405357923312992,0.0,0.04916797570317321,0.0,0.01913565262811053,0.0,3.476238424794553e-05,0.0,0.03599927147550277,0.0,0.009127057108655032,0.002254504031396672,0.22616347768834305,0.0,143.54756218905473,9.76363184079602,5.718805970149254,70.42116915422885,69.27850746268656,20.247761194029852,403.48897215757785,1.5443509947816263,21.311113270759613,1.2899142800242929
217807,663.3885555743664,0.6296690222338591,0.017496496495138507,0.0,0.0,1.627959664586044e-05,0.03726942325458983,0.0,0.07058561779034321,0.0,0.0939129231508074,5.0195422991403016e-05,0.0007732808406783708,0.0,0.00501004586776355,0.0,0.1349754924238827,0.0071345332300483365,0.0029452503598469174,0.00016143933340478266,144.73898909395973,16.006921140939596,19.09731543624161,227.69557466442953,44.3159605704698,37.86430369127517,1809.9875199865353,15.597817654922876,264.99686356001166,8.822166098295869
418326,335.6887251617884,0.0019008195776373537,0.0,0.0,0.0,0.08006498711785885,0.010659603160347135,0.0,0.004670278849427743,0.0,0.031405078325026745,0.0,0.0,0.0,0.01617975479695547,0.048330147427459204,0.06969761150893974,0.7349415678946479,0.002150151341699799,0.0,137.76808905380335,29.74721706864564,0.09276437847866419,141.70361781076068,26.25,44.95199443413729,187.05376344086022,1.4911764449958287,41.16181057587736,1.4284718950728454
224219,141.74530680844725,0.32221015941946174,0.0,0.0,0.0,0.01505310807636389,0.04730523335174498,0.0,0.3475610917471383,0.0,0.22423480563015447,0.0,0.0,0.0,0.002253839463141789,0.0,0.027014329339910735,0.0035743989232361324,0.010793034048848002,0.0,142.78846153846155,15.803365384615384,20.228846153846153,353.8336538461538,48.25625,34.44326923076923,1234.919365297326,7.149180889437131,234.12630117381659,5.791326613600739
803792,6.1082636131465815,0.20047169811320756,0.0,0.0,0.0,0.12632665094339623,0.16833726415094338,0.0,0.08387382075471699,0.0,0.005601415094339622,0.0,0.0,0.0,0.016362028301886794,0.015330188679245283,0.030955188679245283,0.3374115566037736,0.015330188679245283,0.0,139.0,19.59375,1.40625,300.359375,45.578125,34.53125,120.74085365853658,2.6496606437655967,24.67267253466828,3.1226475719117537
6617,48.593303096159474,0.2982680374178012,0.0,0.0,0.0,0.10851162359914791,0.41906085023617673,0.0,0.02687783643604705,0.0,0.015041215152357136,0.0,0.0,0.0,0.11451329072890618,0.005334815226451792,0.0006483282393257386,0.0081133648235621,0.00357506714828193,0.0,126.70579268292683,13.237804878048781,6.547256097560975,932.7439024390244,62.917682926829265,22.83079268292683,38.38327060823115,0.7778745665223662,13.822356781901162,0.5598187292796676
734108,188.28896799121688,0.7686597839594685,0.06527100659592773,0.0,0.0,0.008928400726507982,0.0010515247108307045,0.0,0.009788739126278558,0.0,0.0053723353407895994,0.0,0.004564573176560558,0.00013383041774208966,0.007542299971322054,0.0,0.0007265079820284868,0.006203995793901157,0.12175700219864258,0.0,129.8824152542373,4.030720338983051,8.299435028248588,143.01871468926555,72.6207627118644,21.125353107344633,448.5639138879011,1.7771190425553944,27.640872505076402,2.0477618931914088
220024,155.1712040810644,0.8114987994292939,0.0,0.0,0.0,0.0020995487710099873,0.03735108863343734,0.0,0.0736640025983366,0.0,0.04168358292057674,0.0,7.539816028488905e-05,0.0,3.4799150900718025e-05,0.0,0.023002238745374614,0.006768434850189655,0.0038221067405955294,0.0,142.89227272727274,19.94090909090909,8.839545454545455,135.6159090909091,38.92227272727273,38.96727272727273,1472.8813314560093,7.306324744550341,228.06015597347115,5.75342114306053
218884,6152.717274497467,0.6824860013223412,0.0017598546594971593,0.0,0.0,0.006939072839932362,0.03340140074542593,0.0,0.10636566827961079,0.0,0.103924164321364,0.00025773949879760575,0.001123112299527819,0.0,0.0005369816686072705,0.00348899121754852,0.045335968263812906,0.008518129530919964,0.0057312663464182696,0.00013164900619627988,141.53129271849085,11.494532033172332,16.078943771074456,382.0012530757313,55.05207099243598,31.516244418117196,1428.9111810653646,10.664701108504014,302.9269176954464,7.17611775614709
223003,1123.24125488467,0.5810916380820976,0.011062047945156087,0.0,0.0,0.028072570752317012,0.05273101820358303,0.0,0.10294691482960232,0.0,0.14188763119455855,0.00023156104998914306,0.0016233310978477642,0.0,0.0024037479237627307,5.0478706399017345e-05,0.0642217345284768,0.007104677613334711,0.006264968338633598,0.00030767973424162957,146.61251881585548,14.488710486703463,6.5733191169091825,69.65541896638234,49.841445057701954,32.56190416457601,1751.7209380368743,14.419014387496377,252.31020772994358,9.505407591033944
217236,2019.3096880351686,0.5545502073168612,0.007866140563639792,0.0,0.0,0.06466423047626943,0.07872380348777247,0.0,0.09621213843230747,0.0,0.06611631761754307,0.00012078441230360833,5.482096942193293e-05,0.0,0.0017502597310563466,0.0,0.09158043506456172,0.0,0.014991083792737513,0.02336977813552546,135.51295976302148,14.49444581584794,19.853246112071094,25.281041718094297,56.37731424339669,28.754628486793383,1358.445379975577,12.20891164198794,299.23961936988286,8.948166569400591
222787,288.503075247092,0.4614470347112388,0.0,0.0,0.0,0.016212304131220774,0.05589610648897707,0.0,0.1203553791969653,0.0,0.22233348619130955,0.0,0.0,0.0,0.00025580314388302933,0.018885758939851945,0.08264625232796459,0.0060332107349973015,0.015934664133591632,0.0,139.4129422718808,19.945530726256983,11.305633147113594,248.13500931098696,34.49650837988827,43.453677839851025,1008.0524582321336,2.3131400238025597,86.88793281971837,1.8584146234698804
218428,125.59423836574697,0.7855074956287442,0.0,0.0,0.0,3.582996531659357e-05,0.04328976409550835,0.0,0.08635738240605383,0.0,0.07278499154412818,0.0,0.0,0.0,0.00041562759767248546,0.0,0.0019921460716026025,0.008649353627425688,0.0009674090635480265,0.0,147.22727272727272,14.568181818181818,8.204545454545455,92.26136363636364,48.77272727272727,33.57954545454545,1821.7538126361655,14.145273545281647,188.63073012655047,7.037762437632526
802815,173.3905832210064,0.007780626810202535,0.0,0.0,0.0,0.14973164882849402,0.0876942561430099,0.0,0.001775166356964154,0.0,0.0013391605850782216,0.0,0.0,0.0,0.0017492136324471343,0.701128424462,0.003965576306200625,0.04386010443376346,0.0009758224418399444,0.0,134.29895104895104,14.350524475524475,0.8811188811188811,330.42657342657344,48.45716783216783,36.26835664335665,417.95896111350265,1.4639756282881566,26.96394536550709,0.9478083526217745
417735,24.728890940974484,0.0005823475887170154,0.0,0.0,0.0,0.10882620564149227,0.010955414012738853,0.0,0.007024567788898999,0.0,0.028098271155595995,0.0,0.0,0.0,0.00440400363967243,0.40564149226569607,0.05921747042766151,0.37452229299363055,0.0007279344858962694,0.0,140.0,34.75,0.0,88.625,24.875,41.625,152.4184451219512,1.0877864686336853,16.896804047311687,0.6940671966080233
802647,775.909433137502,0.011110930678185504,0.0,0.0,0.0,0.14407556221610812,0.09059021672056455,0.0,0.0040585809001953315,0.0,0.00109960980091031,0.0,0.0,0.0,0.005675517674951631,0.5752629552129392,0.02148182860006217,0.13586908611754225,0.010775712078540906,0.0,132.92933039294306,15.367882919005613,0.3182638331996792,364.6495589414595,46.491680032076985,37.987269446672016,368.96529884891396,1.5515026197984634,43.24946045137705,1.0777807414207787
844052,71.84575200405075,0.002380087436896366,0.0,0.0,0.0,0.26257375139360384,0.027746808803818163,0.0,0.034511267834997306,0.0,0.050432800110235626,0.0,0.0,0.0,0.11847824725350437,0.48266920542659936,0.0023299803329617057,0.01855215523180799,0.0003256961755752922,0.0,116.73214285714286,12.879960317460318,2.763888888888889,1533.0337301587301,70.69345238095238,15.98611111111111,309.6200342732513,0.5719283992016329,13.632144866848241,0.4427137222603848
418113,325.7963003859428,0.06267732284291165,0.0,0.0,0.0,0.18679433450926983,0.1347253032617734,0.0,0.02104806605871579,0.0,0.0049974998687776434,0.0,0.0,0.0,0.0007569458065478574,0.5067945555153447,0.022882416480423006,0.05622118287976441,0.0031023727764716933,0.0,128.51904761904763,9.802380952380952,0.0,354.93857142857144,62.86785714285714,27.17142857142857,350.54771187403,2.166832644925705,110.35332208462378,2.0332389910054314
221906,68.66905920093085,0.7139243492621039,0.0,0.0,0.0,0.009253191433589348,0.04660672625756901,0.0,0.014954520433038875,0.0,0.19866837924978376,0.0,0.0,0.0,0.0,0.0,0.011402657998899054,0.0,0.005190175365016121,0.0,136.14335664335664,15.898601398601398,16.909965034965033,96.4798951048951,51.98339160839161,31.155594405594407,1410.713258842787,9.716603153808695,157.09919879048815,5.934572094745923
