,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00153,0.00853,0.00097,0.00123,0.00919
1966-01-01,0.00138,0.01039,0.00171,0.00108,0.0118
1971-01-01,0.00106,0.01001,0.00181,0.00076,0.01151
1976-01-01,0.00129,0.00507,0.0029,0.00075,0.00743
1981-01-01,0.00122,0.03418,0.00213,0.00056,0.03565
1986-01-01,0.00154,0.03089,0.00205,0.00068,0.03208
1991-01-01,0.00105,0.03122,0.00148,0.0004,0.03205
1996-01-01,0.00115,0.02983,0.0008,0.00055,0.03004
2001-01-01,0.00112,0.0276,0.00095,0.00057,0.028
2006-01-01,0.00116,0.02566,0.00062,0.00045,0.02557
2011-01-01,0.00089,0.0247,0.00094,0.00036,0.02512
2016-01-01,0.0009,0.02489,0.00118,0.00028,0.02546
2021-01-01,0.0,0.03824,0.0,0.0,0.03824
