,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.94665,0.82345,1.5194,3.55499,2.95119
1966-01-01,2.93502,1.25446,2.23858,3.30365,3.86167
1971-01-01,2.8478,3.0371,2.51928,2.61189,5.32047
1976-01-01,2.99001,2.70031,3.1314,2.27556,5.11727
1981-01-01,3.20272,3.34647,3.43447,2.24306,5.82128
1986-01-01,2.77555,4.82518,2.82274,1.68577,6.55815
1991-01-01,2.52883,6.33455,1.96767,1.48611,7.25951
1996-01-01,2.42977,6.88341,1.2616,1.41392,7.12916
2001-01-01,2.01688,7.21042,1.35271,1.35419,7.90044
2006-01-01,2.48477,8.46764,0.9392,1.14562,8.06768
2011-01-01,2.39268,8.81042,1.63209,1.04096,9.09079
2016-01-01,2.29744,9.47018,1.98652,0.8168,9.97606
2021-01-01,2.55678,9.60834,2.07031,0.73262,9.85448
