,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.09516,0.34167,3.99859,9.93287,6.17797
1966-01-01,8.37866,0.44174,6.05698,10.50565,8.62571
1971-01-01,9.34128,0.36165,7.33069,10.44209,8.79314
1976-01-01,9.35296,0.28427,9.21905,10.2724,10.42276
1981-01-01,10.20093,0.29168,10.74352,10.75001,11.58428
1986-01-01,9.93578,0.28679,10.24389,9.96707,10.56196
1991-01-01,10.67661,0.28725,7.93916,10.50131,8.05112
1996-01-01,10.50897,0.2763,5.27401,11.11215,6.15349
2001-01-01,9.50321,0.25472,6.02542,14.13566,10.9126
2006-01-01,13.508,0.24073,4.70327,15.4362,6.87221
2011-01-01,14.3541,0.215,9.04114,13.61454,8.51658
2016-01-01,15.02378,0.21583,12.03842,15.99928,13.22977
2021-01-01,15.58318,0.22811,11.7636,17.45208,13.86062
