,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.04445,0.00489,0.01229,0.03468,0.00741
1966-01-01,0.06559,0.00868,0.02862,0.04811,0.01983
1971-01-01,0.05602,0.01662,0.02578,0.03256,0.01893
1976-01-01,0.07501,0.01483,0.02851,0.04525,0.01357
1981-01-01,0.09438,0.01781,0.04374,0.0573,0.02447
1986-01-01,0.08233,0.01709,0.0577,0.04785,0.04031
1991-01-01,0.10181,0.01704,0.04229,0.06459,0.02211
1996-01-01,0.11605,0.01759,0.04176,0.07387,0.01716
2001-01-01,0.11058,0.01614,0.03851,0.08354,0.0276
2006-01-01,0.11716,0.01455,0.01618,0.09057,0.00413
2011-01-01,0.11327,0.01278,0.02721,0.07102,-0.00225
2016-01-01,0.11395,0.01235,0.0216,0.0717,-0.00829
2021-01-01,0.10452,0.01341,0.03096,0.08388,0.02374
