basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
BL,0.050258556907914524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.24,0.0,0.0,132.875,27.75,0.0,202.375,28.125,44.25,221.875,0.4158657742664218,0.9270248108869579,0.28241977160902026
MO,0.5989972185134091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,131.75,36.875,0.0,243.125,16.875,47.375,223.3030303030303,0.4783326051000393,1.52059627761144,0.2944051180433869
MA,0.13375665854873772,0.0,0.0,0.0,0.0,0.1223021582733813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8776978417266187,0.0,0.0,0.0,0.0,136.375,29.0,0.0,143.625,18.625,52.75,249.26315789473685,1.168158964106911,2.2674378135303175,0.762802712011863
KE,0.7492366771551987,0.0,0.0,0.0,0.0,0.0012674271229404308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9569074778200254,0.0,0.04182509505703422,0.0,0.0,138.0,34.75,0.0,129.25,23.5,42.75,216.94690265486724,0.8571108705570213,2.470501034649721,0.45938558261900675
LL,0.023086382775686448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,138.25,28.0,0.0,122.125,24.875,48.0,233.0,1.0121614515781403,1.6733200530681511,0.3234031391595447
FE,0.031372386312805686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,131.625,6.875,0.0,102.5,78.75,14.25,213.83333333333334,1.0946408261855443,1.7716909687891083,0.33670161201991444
DY,0.025243638039247243,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,138.0,34.75,0.0,129.25,23.5,42.75,245.5,0.8847980499267578,1.5,0.2517918799427459
OH,0.04932677392145358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8727272727272727,0.0,0.12727272727272726,0.0,0.0,141.875,33.125,0.0,119.5,14.625,50.5,201.0,1.1667698224385579,2.0548046676563256,0.4065995533687795
