,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.69254,0.05767,0.48632,0.68182,0.53327
1966-01-01,0.69082,0.07593,0.78541,0.63087,0.80138
1971-01-01,0.72783,0.06504,1.05154,0.64801,1.03676
1976-01-01,0.77937,0.05072,1.34445,0.59679,1.21259
1981-01-01,0.82861,0.05364,1.05739,0.55429,0.83671
1986-01-01,0.72622,0.05886,0.86927,0.46723,0.66914
1991-01-01,0.6878,0.06148,0.65493,0.48313,0.51173
1996-01-01,0.61522,0.06292,0.39455,0.45281,0.29506
2001-01-01,0.53101,0.05673,0.42856,0.39374,0.348
2006-01-01,0.60579,0.05692,0.30911,0.34541,0.10565
2011-01-01,0.58495,0.05008,0.53887,0.26889,0.27289
2016-01-01,0.54419,0.05233,0.64417,0.24704,0.39934
2021-01-01,0.47302,0.06777,0.54701,0.1924,0.33417
