,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.06867,0.00114,0.03423,0.06611,0.0328
1966-01-01,0.08228,0.00177,0.04649,0.07682,0.04279
1971-01-01,0.10078,0.00203,0.06758,0.08754,0.05638
1976-01-01,0.10721,0.00183,0.06209,0.09384,0.05054
1981-01-01,0.11111,0.00207,0.07366,0.09972,0.06435
1986-01-01,0.10157,0.00188,0.07956,0.08934,0.0692
1991-01-01,0.09646,0.00197,0.05752,0.09048,0.05351
1996-01-01,0.10993,0.00215,0.05533,0.10378,0.05134
2001-01-01,0.10287,0.00199,0.04467,0.10341,0.0472
2006-01-01,0.11005,0.00192,0.02331,0.11399,0.02916
2011-01-01,0.09445,0.00176,0.03834,0.08771,0.03336
2016-01-01,0.11329,0.00181,0.03741,0.11166,0.03759
2021-01-01,0.12071,0.00191,0.06846,0.12141,0.07108
