,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,5.5916,0.0,0.0,5.5916
1966-01-01,0.0,7.40842,0.0,0.0,7.40842
1971-01-01,0.0,6.70579,0.0,0.0,6.70579
1976-01-01,0.0,5.15834,0.0,0.0,5.15834
1981-01-01,0.0,5.18479,0.0,0.0,5.18479
1986-01-01,0.0,5.02184,0.0,0.0,5.02184
1991-01-01,0.0,5.09315,0.0,0.0,5.09315
1996-01-01,0.0,4.79694,0.0,0.0,4.79694
2001-01-01,0.0,4.37383,0.0,0.0,4.37383
2006-01-01,0.0,4.1703,0.0,0.0,4.1703
2011-01-01,0.0,3.84296,0.0,0.0,3.84296
2016-01-01,0.0,3.77102,0.0,0.0,3.77102
2021-01-01,0.0,3.60448,0.0,0.0,3.60448
