,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.06493,0.1125,1.55761,2.24084,1.84602
1966-01-01,2.07334,0.15876,2.44319,1.9514,2.48
1971-01-01,2.03866,0.14054,3.33551,1.82232,3.25972
1976-01-01,2.15573,0.11092,3.67196,1.6355,3.26265
1981-01-01,2.25555,0.11361,3.42922,1.55127,2.83856
1986-01-01,2.28701,0.11821,2.90479,1.43916,2.17515
1991-01-01,2.06579,0.12568,1.9849,1.3845,1.42928
1996-01-01,1.97324,0.12471,1.34927,1.46764,0.96839
2001-01-01,1.70917,0.12292,1.46527,1.23611,1.11513
2006-01-01,2.02444,0.11798,1.10543,1.10558,0.30455
2011-01-01,1.86548,0.1146,1.8792,0.89048,1.0188
2016-01-01,1.77363,0.11517,2.19487,0.81457,1.35098
2021-01-01,1.19829,0.14885,1.47737,0.58849,1.01642
