,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.08059,0.0,0.0,0.08059
1966-01-01,0.0,0.11549,0.0,0.0,0.11549
1971-01-01,0.0,0.0382,0.0,0.0,0.0382
1976-01-01,0.0,0.03576,0.0,0.0,0.03576
1981-01-01,0.0,0.04527,0.0,0.0,0.04527
1986-01-01,0.0,0.05513,0.0,0.0,0.05513
1991-01-01,0.0,0.06358,0.0,0.0,0.06358
1996-01-01,0.0,0.12948,0.0,0.0,0.12948
2001-01-01,0.0,0.13607,0.0,0.0,0.13607
2006-01-01,0.0,0.13732,0.0,0.0,0.13732
2011-01-01,0.0,0.13319,0.0,0.0,0.13319
2016-01-01,0.0,0.14183,0.0,0.0,0.14183
2021-01-01,0.0,0.23347,0.0,0.0,0.23347
