,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.59274,0.71906,3.83746,9.10468,6.06846
1966-01-01,7.79602,1.30838,5.92842,9.1226,8.56337
1971-01-01,7.18797,1.47004,6.224,7.30965,7.81571
1976-01-01,7.28963,1.36477,7.73117,6.42898,8.23528
1981-01-01,8.10058,1.61989,8.78266,5.65808,7.96005
1986-01-01,7.30637,1.75151,7.29482,5.81758,7.55754
1991-01-01,7.3517,1.97403,5.62614,5.63663,5.8851
1996-01-01,7.05117,2.06155,3.67985,4.02839,2.71862
2001-01-01,5.8792,2.15118,3.93997,3.7599,3.97185
2006-01-01,7.41565,2.35271,2.70915,3.26644,0.91265
2011-01-01,6.87969,2.48113,4.7082,1.82486,2.1345
2016-01-01,6.06491,2.68522,5.30412,1.46767,3.39209
2021-01-01,6.78454,2.75383,5.80885,1.07597,2.85412
