,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.11491,0.04642,0.50928,1.85945,0.30024
1966-01-01,3.65175,0.05585,1.98192,1.89668,0.2827
1971-01-01,4.74198,0.04377,2.118,2.06251,-0.51771
1976-01-01,4.56244,0.03179,3.53372,1.95122,0.95429
1981-01-01,5.35212,0.03119,4.82435,1.82115,1.32457
1986-01-01,5.64099,0.03024,5.58623,1.76421,1.73969
1991-01-01,5.88162,0.02645,5.38414,1.98191,1.51089
1996-01-01,6.41305,0.0246,6.08065,2.27619,1.96839
2001-01-01,5.63905,0.02171,5.46322,2.86935,2.71523
2006-01-01,6.87593,0.01937,4.86156,3.36717,1.37216
2011-01-01,5.89346,0.01694,5.61022,2.57085,2.30455
2016-01-01,8.15618,0.01681,9.2786,2.48077,3.62
2021-01-01,6.78565,0.01715,10.61286,2.36146,6.20582
