,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.45907,0.45183,1.00922,2.3775,2.37947
1966-01-01,1.64419,0.58304,1.44306,2.61022,2.99212
1971-01-01,1.4063,0.50748,1.47197,2.15079,2.72395
1976-01-01,1.61912,0.40169,1.15741,2.18176,2.12175
1981-01-01,1.50326,0.41953,1.38477,2.69351,2.99455
1986-01-01,1.23373,0.43598,1.29763,2.66283,3.16272
1991-01-01,1.07412,0.44004,1.33854,2.97203,3.67648
1996-01-01,1.53343,0.42755,1.45863,3.21832,3.57107
2001-01-01,1.19491,0.41022,1.57013,3.28799,4.07343
2006-01-01,1.20692,0.38093,1.30712,3.48611,3.96724
2011-01-01,1.34159,0.34922,1.306,3.25834,3.57197
2016-01-01,1.42086,0.3488,3.57135,3.11532,5.61461
2021-01-01,1.20997,0.33979,3.67269,2.97921,5.78172
