,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.03879,0.01028,0.02565,0.02568,0.02282
1966-01-01,0.04454,0.01274,0.05133,0.02806,0.04758
1971-01-01,0.04167,0.01075,0.06376,0.02755,0.06039
1976-01-01,0.0525,0.00768,0.09002,0.03376,0.07895
1981-01-01,0.05264,0.00724,0.08599,0.02868,0.06927
1986-01-01,0.05274,0.00703,0.07007,0.02639,0.05076
1991-01-01,0.05307,0.00672,0.05167,0.02765,0.03297
1996-01-01,0.05237,0.00636,0.03691,0.0302,0.0211
2001-01-01,0.05169,0.00575,0.04415,0.03293,0.03114
2006-01-01,0.06076,0.0052,0.03697,0.03762,0.01904
2011-01-01,0.05996,0.00458,0.07081,0.03351,0.04895
2016-01-01,0.05207,0.00452,0.07893,0.03488,0.06627
2021-01-01,0.04614,0.00441,0.07127,0.02966,0.05921
