,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.76324,2.00112,3.01643,5.959,5.21331
1966-01-01,5.98176,2.81325,4.54866,5.64495,7.02509
1971-01-01,5.70379,2.84286,4.91511,4.81879,6.87297
1976-01-01,5.34075,2.83094,5.53655,4.25051,7.27725
1981-01-01,5.27562,3.2178,5.87549,3.75932,7.57699
1986-01-01,5.06045,3.56446,5.32468,3.42443,7.25313
1991-01-01,4.53968,3.95406,3.72037,3.34854,6.48329
1996-01-01,4.40034,4.24168,2.48235,3.17323,5.49693
2001-01-01,3.81696,3.93955,2.65579,3.25578,6.03415
2006-01-01,4.78197,4.32489,1.95894,2.72322,4.22508
2011-01-01,4.61021,3.81303,3.4628,2.54129,5.20691
2016-01-01,4.48543,4.13625,4.15956,2.02529,5.83567
2021-01-01,5.16292,4.16106,4.46793,2.36555,5.83162
