,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00786,0.05029,0.00525,0.00438,0.05206
1966-01-01,0.00789,0.06716,0.00998,0.00484,0.0741
1971-01-01,0.00718,0.0559,0.01152,0.00398,0.06423
1976-01-01,0.00803,0.04512,0.01844,0.00447,0.06
1981-01-01,0.00808,0.0473,0.01515,0.00402,0.05838
1986-01-01,0.0089,0.04158,0.01143,0.00376,0.04787
1991-01-01,0.00906,0.0438,0.00891,0.0047,0.04836
1996-01-01,0.00722,0.0443,0.00488,0.00399,0.04594
2001-01-01,0.00659,0.04043,0.00578,0.00345,0.04306
2006-01-01,0.00655,0.03926,0.00369,0.00272,0.03912
2011-01-01,0.00541,0.03232,0.00693,0.00199,0.03584
2016-01-01,0.0054,0.03677,0.00768,0.00252,0.04158
2021-01-01,0.00672,0.04292,0.01055,0.00384,0.05059
