,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.96888,0.25242,0.61123,0.77814,0.67291
1966-01-01,0.87086,0.30754,1.08065,0.681,1.19834
1971-01-01,0.66997,0.29624,1.14373,0.48003,1.25003
1976-01-01,0.81878,0.15013,1.83421,0.47629,1.64186
1981-01-01,0.76853,1.01173,1.34725,0.35129,1.94175
1986-01-01,0.97493,0.91454,1.29916,0.42711,1.66588
1991-01-01,0.66701,0.92421,0.93771,0.25549,1.45041
1996-01-01,0.72552,0.88308,0.50845,0.34983,1.01584
2001-01-01,0.70608,0.81694,0.59998,0.36304,1.07388
2006-01-01,0.73188,0.75961,0.39299,0.28298,0.7037
2011-01-01,0.56019,0.73108,0.59691,0.23075,0.99856
2016-01-01,0.57229,0.73698,0.7485,0.17862,1.09181
2021-01-01,0.57068,0.82601,0.77702,0.20359,1.23594
