,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.09976,0.00954,0.07132,0.10027,0.08137
1966-01-01,0.09968,0.01346,0.1145,0.0915,0.11979
1971-01-01,0.10348,0.01192,0.15408,0.09215,0.15466
1976-01-01,0.1106,0.00941,0.19101,0.08446,0.17427
1981-01-01,0.11719,0.00964,0.1555,0.07873,0.12668
1986-01-01,0.10594,0.01003,0.12872,0.06774,0.10055
1991-01-01,0.09927,0.01066,0.09487,0.06896,0.07523
1996-01-01,0.09007,0.01058,0.05874,0.06642,0.04567
2001-01-01,0.07773,0.01042,0.06375,0.05732,0.05377
2006-01-01,0.08934,0.01001,0.04648,0.05047,0.01762
2011-01-01,0.08521,0.00972,0.08049,0.03955,0.04454
2016-01-01,0.07955,0.00977,0.09561,0.03631,0.06214
2021-01-01,0.17484,0.0171,0.2074,0.07551,0.12517
