,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.70018,0.32781,3.74562,6.93355,4.3068
1966-01-01,7.65657,0.46948,5.59753,7.02159,5.43202
1971-01-01,8.37338,0.4489,6.8869,7.21424,6.17665
1976-01-01,8.43729,0.35895,8.36677,7.3243,7.61274
1981-01-01,9.21246,0.38467,9.645,7.63924,8.45645
1986-01-01,9.19749,0.38979,9.19681,6.61823,7.00734
1991-01-01,9.65494,0.4159,6.94589,6.52178,4.22863
1996-01-01,9.40168,0.40922,4.63569,6.15324,1.79647
2001-01-01,7.96262,0.40353,5.13911,7.14332,4.72334
2006-01-01,11.77421,0.38884,4.01581,8.44639,1.07684
2011-01-01,12.61795,0.38018,7.68935,7.20809,2.65968
2016-01-01,13.22806,0.3944,10.27451,7.83291,5.27376
2021-01-01,14.77402,0.44884,10.58405,10.61003,6.86891
