,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.19911,0.07209,0.12785,0.24069,0.24151
1966-01-01,0.17744,0.09395,0.18069,0.19589,0.2931
1971-01-01,0.12286,0.09046,0.18359,0.16346,0.31465
1976-01-01,0.13115,0.07652,0.28965,0.10867,0.34369
1981-01-01,0.1416,0.0818,0.20491,0.08723,0.23234
1986-01-01,0.15239,0.08423,0.1586,0.08186,0.1723
1991-01-01,0.1113,0.09573,0.12475,0.05637,0.16555
1996-01-01,0.12673,0.09468,0.07415,0.07311,0.11521
2001-01-01,0.06886,0.09221,0.08118,0.03164,0.13617
2006-01-01,0.11266,0.09305,0.06711,0.03986,0.08736
2011-01-01,0.09093,0.08591,0.10305,0.03505,0.13308
2016-01-01,0.07371,0.09034,0.11618,0.0176,0.15041
2021-01-01,0.05836,0.09622,0.07996,0.0298,0.14761
