,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.46512,0.11846,4.85572,6.76084,5.26991
1966-01-01,6.56098,0.16494,7.62786,6.09093,7.32275
1971-01-01,6.51901,0.14933,10.38437,5.73389,9.74857
1976-01-01,6.93356,0.12073,11.2317,5.23187,9.65074
1981-01-01,7.32397,0.12411,10.72927,4.99352,8.52294
1986-01-01,7.33637,0.12837,9.08208,4.76544,6.63952
1991-01-01,6.74808,0.13469,6.46112,4.79133,4.63906
1996-01-01,6.3663,0.13343,4.2798,4.91183,2.95876
2001-01-01,5.71418,0.13072,4.80779,4.2628,3.48712
2006-01-01,6.78574,0.12523,3.55682,4.2037,1.10001
2011-01-01,6.44901,0.1205,6.09679,3.07424,2.84252
2016-01-01,6.05336,0.12187,7.13182,3.38447,4.58479
2021-01-01,5.04629,0.1385,5.78663,3.30166,4.1805
