,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.21102,0.04824,4.56391,8.67286,5.074
1966-01-01,8.85649,0.06148,6.95628,9.01385,7.17513
1971-01-01,10.03605,0.05704,8.44853,9.57315,8.04266
1976-01-01,10.68702,0.05128,10.85807,10.29616,10.51848
1981-01-01,10.65711,0.05478,11.57956,10.56964,11.54686
1986-01-01,9.85927,0.05207,10.35032,8.80163,9.34475
1991-01-01,9.96005,0.05467,8.13726,8.91092,7.14279
1996-01-01,9.69535,0.05167,5.36208,9.50216,5.22057
2001-01-01,8.83909,0.04776,6.12137,9.89555,7.22559
2006-01-01,11.37664,0.04591,4.75479,10.15082,3.57488
2011-01-01,11.64514,0.04294,8.82038,9.4625,6.68068
2016-01-01,11.75646,0.04427,10.98411,9.14478,8.4167
2021-01-01,11.39662,0.03836,10.22557,9.30982,8.17713
