,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.23177,0.0,0.17373,0.25018,0.19214
1966-01-01,0.23259,0.0,0.27329,0.21883,0.25954
1971-01-01,0.22974,0.0,0.3724,0.2058,0.34846
1976-01-01,0.24314,0.0,0.41436,0.18502,0.35624
1981-01-01,0.25477,0.0,0.38249,0.17509,0.3028
1986-01-01,0.25523,0.0,0.3226,0.16123,0.2286
1991-01-01,0.23138,0.0,0.22197,0.1561,0.14668
1996-01-01,0.21998,0.0,0.14966,0.16388,0.09357
2001-01-01,0.1906,0.0,0.16261,0.13856,0.11057
2006-01-01,0.22524,0.0,0.12232,0.12399,0.02108
2011-01-01,0.20824,0.0,0.20825,0.09954,0.09955
2016-01-01,0.19779,0.0,0.24367,0.09146,0.13733
2021-01-01,0.32035,0.0,0.39315,0.15691,0.22972
