,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.48369,0.13923,0.80206,1.51236,0.96996
1966-01-01,1.60348,0.18673,1.24107,1.52274,1.34707
1971-01-01,1.679,0.17497,1.4819,1.47153,1.4494
1976-01-01,1.72455,0.13855,1.87264,1.44288,1.72952
1981-01-01,1.84421,0.15522,2.05707,1.47414,1.84222
1986-01-01,1.80076,0.15731,1.87023,1.33618,1.56297
1991-01-01,1.8144,0.1648,1.41761,1.33618,1.1042
1996-01-01,1.78926,0.16302,0.94382,1.37081,0.6884
2001-01-01,1.56664,0.15995,1.07716,1.53803,1.2085
2006-01-01,2.2067,0.15867,0.83268,1.64388,0.42853
2011-01-01,2.27922,0.15029,1.54484,1.49694,0.91284
2016-01-01,2.38079,0.15569,2.03808,1.63827,1.45126
2021-01-01,2.51457,0.16763,2.02122,1.75895,1.43324
