,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.22006,0.40936,2.71293,6.85658,4.75881
1966-01-01,5.23436,0.57424,3.92157,7.14205,6.40351
1971-01-01,5.5154,0.50425,4.68142,6.29436,5.96463
1976-01-01,5.20282,0.38612,5.49235,5.57283,6.24848
1981-01-01,5.76947,0.39908,6.2092,5.83053,6.66934
1986-01-01,5.46383,0.39831,5.38431,5.28297,5.60176
1991-01-01,5.25917,0.40924,3.95513,5.30345,4.40864
1996-01-01,5.30928,0.4002,2.7314,6.34411,4.16642
2001-01-01,4.58917,0.39819,3.04691,5.94691,4.80285
2006-01-01,6.34869,0.38162,2.31843,5.3334,1.68476
2011-01-01,6.6566,0.36656,4.35674,4.2709,2.3376
2016-01-01,6.80172,0.38018,5.7244,3.91534,3.21819
2021-01-01,6.99629,0.37996,5.64382,4.13646,3.16395
