,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.42398,0.0,0.0,0.42398
1966-01-01,0.0,0.60756,0.0,0.0,0.60756
1971-01-01,0.0,0.20095,0.0,0.0,0.20095
1976-01-01,0.0,0.18812,0.0,0.0,0.18812
1981-01-01,0.0,0.23815,0.0,0.0,0.23815
1986-01-01,0.0,0.29003,0.0,0.0,0.29003
1991-01-01,0.0,0.33446,0.0,0.0,0.33446
1996-01-01,0.0,0.68115,0.0,0.0,0.68115
2001-01-01,0.0,0.71581,0.0,0.0,0.71581
2006-01-01,0.0,0.72243,0.0,0.0,0.72243
2011-01-01,0.0,0.70067,0.0,0.0,0.70067
2016-01-01,0.0,0.74615,0.0,0.0,0.74615
2021-01-01,0.0,0.79323,0.0,0.0,0.79323
