,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.05237,0.08563,4.26312,8.76236,5.05874
1966-01-01,8.83595,0.12199,6.41884,9.04221,6.74709
1971-01-01,9.7824,0.11608,7.87799,9.17554,7.38721
1976-01-01,9.86338,0.09269,9.81499,9.15435,9.19865
1981-01-01,10.73286,0.099,11.27845,9.64772,10.29231
1986-01-01,10.39858,0.10016,10.63466,8.4672,8.80345
1991-01-01,11.08528,0.10641,8.117,8.62613,5.76426
1996-01-01,10.87758,0.10461,5.40241,8.86165,3.49109
2001-01-01,9.53465,0.10266,6.11671,11.09659,7.7813
2006-01-01,13.82338,0.09895,4.7674,12.49916,3.54214
2011-01-01,14.79522,0.09627,9.16688,11.00005,5.46798
2016-01-01,15.50329,0.09979,12.21778,12.49624,9.31052
2021-01-01,16.11032,0.14219,11.8075,14.06319,9.90257
