,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0493,0.01449,0.01287,0.04644,0.0245
1966-01-01,0.07153,0.02011,0.02248,0.05825,0.02931
1971-01-01,0.08009,0.01665,0.0246,0.0605,0.02165
1976-01-01,0.08047,0.014,0.02398,0.06066,0.01817
1981-01-01,0.08123,0.01591,0.02968,0.06988,0.03423
1986-01-01,0.07151,0.01511,0.04122,0.06158,0.04639
1991-01-01,0.07868,0.01493,0.02807,0.06826,0.03257
1996-01-01,0.08637,0.01578,0.02624,0.07757,0.03321
2001-01-01,0.07437,0.01464,0.02845,0.07177,0.04049
2006-01-01,0.05465,0.01357,0.01098,0.0547,0.02459
2011-01-01,0.04854,0.0123,0.01587,0.03746,0.01709
2016-01-01,0.04417,0.01279,0.01212,0.03478,0.01552
2021-01-01,0.0484,0.01385,0.01404,0.05149,0.03098
