id,name,lat,lon,obs_q
105891,unknown,46.2517149,-63.5624404,
1237,unknown,45.92715,-65.18769,
1244,unknown,45.96911,-64.51902,
1248,unknown,46.12934,-64.79575,
1251,unknown,46.0206,-65.02327,
1256,unknown,46.0603,-64.75855,
1258,unknown,46.06984,-64.83864,
1265,unknown,46.11207,-64.82046,
1266,unknown,46.12866,-64.85695,
1272,unknown,45.96141,-65.1988,
1277,unknown,46.08711,-64.81753,
1278,unknown,46.11037,-64.76589,
1286,unknown,46.09829,-64.58731,
138662,unknown,49.66633333,-93.72758333,
138663,unknown,49.661033,-93.71315,
15475,LAHAVE RIVER AT WEST NORTHFIELD,44.44775772,-64.59123792,01EF001
15476,NORTHEAST MARGAREE RIVER AT MARGAREE VALLEY,46.36951554,-60.97591464,01FB001
15478,ST. MARYS RIVER AT STILLWATER,45.1765735,-61.99148949,01EO001
15479,KELLEY RIVER (MILL CREEK) AT EIGHT MILE FORD,45.58618568,-64.45076486,01DL001
15480,SHELBURNE RIVER AT POLLARD'S FALLS BRIDGE,44.21646682,-65.24162647,01ED013
15794,NORTH THAMES RIVER NEAR THORNDALE,43.14984,-81.19214,02GD015
15795,NORTH THAMES RIVER BELOW FANSHAWE DAM,43.04199,-81.1947,02GD003
15799,unknown,43.06949,-81.1583,
15835,unknown,46.25185,-63.5029,
15837,unknown,46.25042,-63.54698,
15838,unknown,46.25237,-63.44025,
15841,unknown,46.2743,-63.56488,
15843,unknown,46.27452,-63.47433,
15844,unknown,46.26223,-63.52953,
15845,unknown,46.28392,-63.5227,
15847,unknown,46.27043,-63.44667,
15848,unknown,46.2375,-63.47832,
16740,unknown,46.043615,-64.47344,
16765,unknown,46.02185,-65.03389,
17191,CANAAN RIVER AT EAST CANAAN,46.072836,-65.364939,01AP002
17204,unknown,45.935416,-65.748444,
179089,unknown,46.352396,-63.348433,
179090,unknown,46.372062,-63.369975,
179093,unknown,46.394466,-63.343188,
195185,unknown,46.450087,-63.42047,
195195,unknown,46.439135,-63.497951,
195210,unknown,46.468621,-63.411227,
195212,unknown,46.41521,-63.48424,
199855,unknown,43.268455,-79.935982,
199858,unknown,43.270408,-79.893047,
199860,unknown,43.26889,-79.92675,
199867,unknown,43.272783,-79.925782,
199869,GRINDSTONE CREEK NEAR ALDERSHOT,43.301082,-79.868865,02HB012
202550,unknown,43.274353,-79.916441,
202915,unknown,45.06382554,-75.63448946,
202916,unknown,44.75367775,-75.74915289,
202917,unknown,44.90943638,-75.93791565,
202918,unknown,44.85261125,-76.01249778,
202919,unknown,44.85262091,-76.30459729,
202920,unknown,44.76789099,-76.24344508,
202921,unknown,44.90023934,-76.24112938,
202922,unknown,44.9008991,-75.6829531,
202923,unknown,44.87637385,-76.30379932,
202924,unknown,44.83361198,-75.93158574,
202925,unknown,44.8113971,-75.80305469,
202926,KEMPTVILLE CREEK NEAR KEMPTVILLE,45.01750211,-75.63584192,02LA006
202927,unknown,44.80969825,-76.32494058,
202928,unknown,44.89198386,-76.00537199,
202929,unknown,44.82035323,-76.40992567,
202930,unknown,44.85508188,-76.30283085,
202931,unknown,45.08656955,-75.61739499,
202932,unknown,44.8915363,-76.19516863,
202933,unknown,44.86111765,-75.67941612,
202934,KEMPTVILLE CREEK NEAR KEMPTVILLE,45.00794733,-75.65536385,02LA006
202935,unknown,44.91246387,-76.06772905,
202936,unknown,44.84251682,-76.3399797,
202937,unknown,44.81234685,-76.31518074,
202938,unknown,44.85035637,-75.86520688,
202939,unknown,44.68155109,-76.82276903,
202940,KEMPTVILLE CREEK NEAR KEMPTVILLE,44.96491887,-75.67863224,02LA006
202941,TAY RIVER IN PERTH,44.89863819,-76.24794536,02LA024
202942,TAY RIVER IN PERTH,44.895852,-76.25390162,02LA024
202944,KEMPTVILLE CREEK NEAR KEMPTVILLE,45.02144449,-75.64023022,02LA006
202945,unknown,44.65969315,-76.6552979,
202947,unknown,44.81376138,-75.70207992,
202948,unknown,44.9667345,-75.82481604,
202949,unknown,44.89742118,-75.94005602,
202950,unknown,44.86964586,-76.29201399,
202951,unknown,44.98243403,-75.8031938,
202952,unknown,45.00122017,-75.72531274,
202953,unknown,44.72582266,-76.17231187,
202954,unknown,44.6856779,-76.81063033,
202955,KEMPTVILLE CREEK NEAR KEMPTVILLE,45.02739217,-75.64154193,02LA006
202956,unknown,44.75983115,-76.51982109,
202957,unknown,44.8382054,-75.65752556,
202958,unknown,44.8915897,-76.1219975,
202959,unknown,45.08966172,-75.6098171,
202960,unknown,44.97178205,-75.80858658,
202961,KEMPTVILLE CREEK NEAR KEMPTVILLE,44.9694514,-75.68465907,02LA006
202962,unknown,44.87417588,-75.70517057,
202963,unknown,44.81530304,-76.32291696,
202964,unknown,44.90146902,-76.2781073,
202965,unknown,44.87374001,-76.20648853,
202966,KEMPTVILLE CREEK NEAR KEMPTVILLE,45.01647101,-75.64657676,02LA006
202967,unknown,44.82905922,-76.34000252,
202968,unknown,44.84691225,-75.99337731,
202969,unknown,44.64318019,-76.65286433,
202970,unknown,44.65506766,-76.75663687,
202971,unknown,44.87894335,-75.98375876,
202972,unknown,44.6608518,-76.34338005,
202973,unknown,44.94728117,-75.67922196,
202974,unknown,44.87644856,-76.31838329,
203032,unknown,43.271766,-79.925195,
214660,unknown,55.54,-116.2516667,
214662,unknown,55.42,-116.3394444,
214841,unknown,49.6643,-114.9041,
216859,unknown,50.11852,-114.926651,
216871,unknown,58.23,-132.183,
216915,QUINSAM RIVER AT ARGONAUT BRIDGE,49.93,-125.5086,08HD021
216927,unknown,50.3436,-119.0608,
216956,unknown,52.1044,-121.9944,
216997,unknown,52.577,-121.698,
217005,unknown,50.2575,-119.2956,
217006,unknown,49.9834,-119.3528,
217030,unknown,55.37445,-121.84234,
217031,unknown,50.13278,-114.932735,
217038,unknown,50.2328,-119.0247,
217044,unknown,50.1542,-120.5014,
217045,unknown,54.00875,-127.48102,
217046,unknown,50.122,-119.274,
217056,TSABLE RIVER NEAR FANNY BAY,49.5167,-124.8356,08HB024
217060,unknown,51.6203,-120.0142,
217063,KOOTENAY RIVER AT CANAL FLATS,50.1469,-115.8003,08NF002
217071,SALMON RIVER NEAR SALMON ARM,50.6926,-119.33035,08LE021
217072,RUDY CREEK BELOW SANDY LAKE,52.6781,-121.7953,08KH028
217087,unknown,48.4589,-123.412,
217088,TSOLUM RIVER BELOW MUREX CREEK,49.8087,-125.1948,08HB089
217098,unknown,49.00032,-118.770421,
217115,unknown,49.7833,-119.1831,
217121,COWICHAN RIVER NEAR DUNCAN,48.7711,-123.6856,08HA011
217122,unknown,54.902217,-121.222869,
217138,unknown,50.754,-119.2213,
217145,unknown,50.45222,-119.179451,
217157,unknown,48.7453,-123.6956,
217231,unknown,50.4644,-121.4295,
217236,unknown,54.945,-121.149,
217252,unknown,54.04733,-127.42732,
217263,unknown,49.049948,-118.2071,
217275,unknown,50.7058,-116.1514,
217315,unknown,56.4696,-130.1878,
217320,unknown,56.3717,-121.0506,
217325,ALOUETTE RIVER NEAR HANEY,49.2356,-122.5556,08MH005
217344,unknown,49.6186,-124.9675,
217346,unknown,50.0144,-114.9111,
217351,unknown,50.2561,-120.4536,
217354,unknown,50.6056,-120.4022,
217362,unknown,51.236,-120.1007,
217370,unknown,50.7644,-120.9128,
217378,unknown,49.5286,-114.7072,
217405,unknown,49.0761,-118.1664,
217416,unknown,50.305,-119.059,
217417,COLDSTREAM CREEK ABOVE MUNICIPAL INTAKE,50.2508,-119.0764,08NM142
217431,unknown,50.7296,-127.5293,
217451,unknown,50.221901,-114.878775,
217459,unknown,52.2982,-119.2029,
217462,unknown,50.2981,-119.4264,
217474,unknown,49.3423,-120.0379,
217483,unknown,50.034211,-114.823488,
217485,unknown,50.767,-119.004,
217487,unknown,50.128347,-114.928391,
217498,FORDING RIVER AT THE MOUTH,49.8981,-114.855,08NK018
217500,unknown,49.736117,-114.86374,
217502,DUHAMEL CREEK ABOVE DIVERSIONS,49.5892,-117.2425,08NJ026
217506,unknown,50.1797,-119.3392,
217529,unknown,50.5869,-119.4578,
217545,unknown,50.7525,-119.942,
217547,unknown,52.528259,-121.587565,
217587,unknown,53.06702,-121.53854,
217594,unknown,53.09773,-121.56512,
217597,unknown,49.98,-117.8814,
217614,unknown,50.0881,-123.0392,
217634,unknown,49.3381,-120.0314,
217637,unknown,49.282222,-124.309167,
217644,unknown,49.1437,-121.8742,
217645,unknown,50.3407,-119.0651,
217650,unknown,52.7017,-121.4772,
217658,TREPANIER CREEK NEAR PEACHLAND,49.825576,-119.786425,08NM041
217667,unknown,49.9778,-117.8917,
217683,unknown,57.027318,-126.75798,
217708,WINDY CREEK ABOVE JIM CREEK,51.6269,-120.6622,08LA028
217732,unknown,50.010107,-114.797918,
217743,unknown,52.1025,-122.3025,
217763,ADAMS RIVER NEAR SQUILAX,50.9456,-119.6567,08LD001
217769,unknown,50.317,-119.1038,
217777,unknown,49.182801,-121.9528,
217788,unknown,55.39627,-121.8086,
217802,unknown,51.2514,-120.0592,
217805,unknown,49.35,-120.0204,
217807,unknown,49.677442,-114.784333,
