,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.58306,0.23426,3.0854,6.17549,3.91209
1966-01-01,5.60944,0.37374,4.57401,5.70789,5.04619
1971-01-01,5.80833,0.39547,5.30439,5.37156,5.26309
1976-01-01,5.47453,0.26929,5.79245,4.54673,5.13394
1981-01-01,5.87945,0.31365,6.41406,4.53738,5.38564
1986-01-01,5.42341,0.35035,5.72117,4.28617,4.93429
1991-01-01,5.32298,0.41147,4.23076,4.17801,3.49726
1996-01-01,5.03933,0.43218,2.75149,4.08678,2.23112
2001-01-01,4.5915,0.43954,3.14249,3.69245,2.68299
2006-01-01,6.20332,0.46174,2.40789,3.52407,0.19038
2011-01-01,5.86814,0.45453,4.13882,2.86868,1.59389
2016-01-01,6.13661,0.48258,5.38418,2.57399,2.30414
2021-01-01,5.94846,0.58899,4.86807,2.16224,1.67084
