,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.84079,0.67759,3.49143,8.63637,5.96461
1966-01-01,7.13198,1.01794,5.31308,9.14006,8.3391
1971-01-01,7.57302,0.99217,6.13141,8.71811,8.26866
1976-01-01,7.58471,0.83289,7.58917,8.99077,9.82812
1981-01-01,8.10653,0.89828,8.66981,9.45914,10.9207
1986-01-01,7.90167,0.94555,7.98216,9.01774,10.04378
1991-01-01,7.82222,1.02386,6.01896,9.19686,8.41746
1996-01-01,7.66089,1.0299,3.99868,9.32726,6.69494
2001-01-01,6.90632,1.04008,4.49135,10.54466,9.16977
2006-01-01,9.51949,1.04052,3.51923,11.24712,6.28738
2011-01-01,9.81249,1.01985,6.59922,11.3251,9.13168
2016-01-01,9.97032,1.07638,8.43812,12.2547,11.79888
2021-01-01,10.88164,1.17889,8.86455,13.08011,12.2419
